authors,number of publications,Degree,Betweenness,Deg_Cent
 Eraldo Fonseca dos Santos Junior,1,11,0.0,0.000657540797417658
 Eric Boué-Grabot,1,11,0.0,0.000657540797417658
 Esteban Muñoz,1,11,0.0,0.000657540797417658
 Estelle Toulmé,1,11,0.0,0.000657540797417658
 Eugenii A Rabiner,1,11,0.0,0.000657540797417658
 Eun-Joo Shin,1,11,0.0,0.000657540797417658
 F Delunardo,1,11,0.0,0.000657540797417658
 F Gennuso,1,11,0.0,0.000657540797417658
 F L'episcopo,1,11,0.0,0.000657540797417658
 F Marino,1,11,0.0,0.000657540797417658
 Fabíola Iagher,1,11,0.0,0.000657540797417658
 Fannie Darlot,1,11,0.0,0.000657540797417658
 Fatima Mohamed,1,11,0.0,0.000657540797417658
 Fei Xie,1,11,0.0,0.000657540797417658
 Felipe Cabodevilla,1,11,0.0,0.000657540797417658
 Feng-Ying Quan,1,11,0.0,0.000657540797417658
 Francisco J Gil-Bea,1,11,0.0,0.000657540797417658
 François Viallet,1,11,0.0,0.000657540797417658
 G Cucurella,1,11,0.0,0.000657540797417658
 G García-Ribas,1,11,0.0,0.000657540797417658
 G Kwakkel,1,11,0.0,0.000657540797417658
 G M Frigo,1,11,0.0,0.000657540797417658
 G Ribera,1,11,0.0,0.000657540797417658
 G Riboldazzi,1,11,0.0,0.000657540797417658
 G Rocchitta,1,11,0.0,0.000657540797417658
 G Sánchez-Díez,1,11,0.0,0.000657540797417658
 George Davey Smith,1,11,0.0,0.000657540797417658
 George Fg Allen,1,11,0.0,0.000657540797417658
 Giovanni Stevanin,1,11,0.0,0.000657540797417658
 Glenn E Smith,1,11,0.0,0.000657540797417658
 Graeme Bilbe,1,11,0.0,0.000657540797417658
 Graham E Searle,1,11,0.0,0.000657540797417658
 Guang-Xian Zhang,1,11,0.0,0.000657540797417658
 Guixian Ma,1,11,0.0,0.000657540797417658
 Guo-Jun Chen,1,11,0.0,0.000657540797417658
 Guy Bormans,1,11,0.0,0.000657540797417658
 Gw Ross,1,11,0.0,0.000657540797417658
 Gwenaelle Douaud,1,11,0.0,0.000657540797417658
 H Berendse,1,11,0.0,0.000657540797417658
 H Isaac Chen,1,11,0.0,0.000657540797417658
 Hee-Jung Song,1,11,0.0,0.000657540797417658
 Heidi Phenix,1,11,0.0,0.000657540797417658
 Heike Rebholz,1,11,0.0,0.000657540797417658
 Henry Chung,1,11,0.0,0.000657540797417658
 Hoau-Yan Wang,1,11,0.0,0.000657540797417658
 Hsin-Lien Lin,1,11,0.0,0.000657540797417658
 Hui Shen,1,11,0.0,0.000657540797417658
 Humberto Rodriguez-Rocha,1,11,0.0,0.000657540797417658
 I Lim,1,11,0.0,0.000657540797417658
 Iain P Hargreaves,1,11,0.0,0.000657540797417658
 In Chul Baek,1,11,0.0,0.000657540797417658
 Ivo Vranesic,1,11,0.0,0.000657540797417658
 Ivo W Tremont-Lukats,1,11,0.0,0.000657540797417658
 J C Martínez-Castrillo,1,11,0.0,0.000657540797417658
 J Chang,1,11,0.0,0.000657540797417658
 J F Ma,1,11,0.0,0.000657540797417658
 J L López-Sendón,1,11,0.0,0.000657540797417658
 J Masjuan Vallejo,1,11,0.0,0.000657540797417658
 J Zijlmans,1,11,0.0,0.000657540797417658
 Ja Hoppin,1,11,0.0,0.000657540797417658
 Jaehwan Jang,1,11,0.0,0.000657540797417658
 Jaekwon Lee,1,11,0.0,0.000657540797417658
 James Lim,1,11,0.0,0.000657540797417658
 James P Harris,1,11,0.0,0.000657540797417658
 James R Brasić,1,11,0.0,0.000657540797417658
 Janete A Anselmo-Franci,1,11,0.0,0.000657540797417658
 Jasinda H Lee,1,11,0.0,0.000657540797417658
 Javier Nicolau,1,11,0.0,0.000657540797417658
 Javier Seravalli,1,11,0.0,0.000657540797417658
 Jennifer L McGlothan,1,11,0.0,0.000657540797417658
 Ji Eun Oh,1,11,0.0,0.000657540797417658
 Ji Hee Lee,1,11,0.0,0.000657540797417658
 Jian-Chun Liu,1,11,0.0,0.000657540797417658
 Jian-Yin Xi,1,11,0.0,0.000657540797417658
 Jie Hao,1,11,0.0,0.000657540797417658
 Jill Dentino,1,11,0.0,0.000657540797417658
 Jill R Murrell,1,11,0.0,0.000657540797417658
 Jing-Rong Wei,1,11,0.0,0.000657540797417658
 Jing-Wen Yu,1,11,0.0,0.000657540797417658
 Johan Nuyts,1,11,0.0,0.000657540797417658
 John A Wolf,1,11,0.0,0.000657540797417658
 John Seibyl,1,11,0.0,0.000657540797417658
 John T O'Brien,1,11,0.0,0.000657540797417658
 Jon White,1,11,0.0,0.000657540797417658
 Jonathan Stone,1,11,0.0,0.000657540797417658
 Jong Wook Shin,1,11,0.0,0.000657540797417658
 Jorge Hernandez-Vara,1,11,0.0,0.000657540797417658
 Jose M Vidal-Taboada,1,11,0.0,0.000657540797417658
 José F Martí Massó,1,11,0.0,0.000657540797417658
 José Matias Arbelo,1,11,0.0,0.000657540797417658
 José-Rafael P Zuzuárregui,1,11,0.0,0.000657540797417658
 Ju-Young Oh,1,11,0.0,0.000657540797417658
 Juan P Bolaños,1,11,0.0,0.000657540797417658
 Jung Soo Moon,1,11,0.0,0.000657540797417658
 Junsei Mimura,1,11,0.0,0.000657540797417658
 Justin C Burrell,1,11,0.0,0.000657540797417658
 Jw Langston,1,11,0.0,0.000657540797417658
 K Comyns,1,11,0.0,0.000657540797417658
 Kate E Duberley,1,11,0.0,0.000657540797417658
 Kate V Panzer,1,11,0.0,0.000657540797417658
 Kathi-avelu Puvan,1,11,0.0,0.000657540797417658
 Kathleen F Kerr,1,11,0.0,0.000657540797417658
 Ken Itoh,1,11,0.0,0.000657540797417658
 Kenneth Marek,1,11,0.0,0.000657540797417658
 Kenneth Yew,1,11,0.0,0.000657540797417658
 Kevin D Browne,1,11,0.0,0.000657540797417658
 Kim Vang,1,11,0.0,0.000657540797417658
 Kristina B Svendsen,1,11,0.0,0.000657540797417658
 Kun Nie,1,11,0.0,0.000657540797417658
 Kyung Jae Lee,1,11,0.0,0.000657540797417658
 L Crespo-Araico,1,11,0.0,0.000657540797417658
 L Rochester,1,11,0.0,0.000657540797417658
 L Zheng,1,11,0.0,0.000657540797417658
 Laure Carcaillon,1,11,0.0,0.000657540797417658
 Li-Juan Song,1,11,0.0,0.000657540797417658
 Lia A Stanciu,1,11,0.0,0.000657540797417658
 Lijuan Wang,1,11,0.0,0.000657540797417658
 Limin Wang,1,11,0.0,0.000657540797417658
 Linda Vercammen,1,11,0.0,0.000657540797417658
 Ling Feng,1,11,0.0,0.000657540797417658
 Ling-Min Liang,1,11,0.0,0.000657540797417658
 Liu Wang,1,11,0.0,0.000657540797417658
 Lorena De Mena,1,11,0.0,0.000657540797417658
 Luc Mortelmans,1,11,0.0,0.000657540797417658
 Luis Torres,1,11,0.0,0.000657540797417658
 Luz Maria Del Razo,1,11,0.0,0.000657540797417658
 Léder Leal Xavier,1,11,0.0,0.000657540797417658
 M Cosentino,1,11,0.0,0.000657540797417658
 M Felice Ghilardi,1,11,0.0,0.000657540797417658
 M Korell,1,11,0.0,0.000657540797417658
 M L Palacios Romero,1,11,0.0,0.000657540797417658
 M S Desole,1,11,0.0,0.000657540797417658
 M Sorice,1,11,0.0,0.000657540797417658
 Maciej Skotak,1,11,0.0,0.000657540797417658
 Mallar Chakravarty,1,11,0.0,0.000657540797417658
 Mar Cuadrado,1,11,0.0,0.000657540797417658
 Marcelo Cairrão Araújo Rodrigues,1,11,0.0,0.000657540797417658
 Maria C Rodríguez-Oroz,1,11,0.0,0.000657540797417658
 Maria M Shiung,1,11,0.0,0.000657540797417658
 Maria-Jose Martí,1,11,0.0,0.000657540797417658
 Marianne Canonico,1,11,0.0,0.000657540797417658
 Marie Saint-Hilaire,1,11,0.0,0.000657540797417658
 Marie Vidhaillet,1,11,0.0,0.000657540797417658
 Mariem Damak,1,11,0.0,0.000657540797417658
 Marit Otto,1,11,0.0,0.000657540797417658
 Marjorie Boussac-Zarebska,1,11,0.0,0.000657540797417658
 Mark Jenkinson,1,11,0.0,0.000657540797417658
 Mary Johnson,1,11,0.0,0.000657540797417658
 María J Ramírez,1,11,0.0,0.000657540797417658
 Mathieu Bourdenx,1,11,0.0,0.000657540797417658
 Matilde Achaval,1,11,0.0,0.000657540797417658
 Matilde Calopa,1,11,0.0,0.000657540797417658
 Matthieu F Bastide,1,11,0.0,0.000657540797417658
 Maura Gardner,1,11,0.0,0.000657540797417658
 McR Alavanja,1,11,0.0,0.000657540797417658
 Mei-Lin Teoh,1,11,0.0,0.000657540797417658
 Meng-Cheong Wong,1,11,0.0,0.000657540797417658
 Meng-Hua Wu,1,11,0.0,0.000657540797417658
 Min Shi,1,11,0.0,0.000657540797417658
 Min Xuan,1,11,0.0,0.000657540797417658
 Ming Li,1,11,0.0,0.000657540797417658
 Minming Zhang,1,11,0.0,0.000657540797417658
 Miquel Aguilar,1,11,0.0,0.000657540797417658
 Mitchell K P Lai,1,11,0.0,0.000657540797417658
 Mohab Alexander,1,11,0.0,0.000657540797417658
 Monara Kaélle Angelim,1,11,0.0,0.000657540797417658
 Morgane Le Guern,1,11,0.0,0.000657540797417658
 Morten G Stokholm,1,11,0.0,0.000657540797417658
 Mouna Ben Djebara,1,11,0.0,0.000657540797417658
 Mónica García-Castro,1,11,0.0,0.000657540797417658
 N H Greig,1,11,0.0,0.000657540797417658
 Nabil El Massri,1,11,0.0,0.000657540797417658
 Namas Chandra,1,11,0.0,0.000657540797417658
 Napoleon Torres,1,11,0.0,0.000657540797417658
 Neal C Burton,1,11,0.0,0.000657540797417658
 Nerea Larrañaga,1,11,0.0,0.000657540797417658
 Nicolas Duport,1,11,0.0,0.000657540797417658
 Noralane Lindor,1,11,0.0,0.000657540797417658
 Norma A P Marroni,1,11,0.0,0.000657540797417658
 Nouha Farhat,1,11,0.0,0.000657540797417658
 O D Carlson,1,11,0.0,0.000657540797417658
 O De Fabregues,1,11,0.0,0.000657540797417658
 Ole L Munk,1,11,0.0,0.000657540797417658
 Olfa Hdiji,1,11,0.0,0.000657540797417658
 Olimpio Ortega,1,11,0.0,0.000657540797417658
 Olivier Bockstael,1,11,0.0,0.000657540797417658
 P A Serra,1,11,0.0,0.000657540797417658
 P Agüero,1,11,0.0,0.000657540797417658
 P J Cui,1,11,0.0,0.000657540797417658
 P Margutti,1,11,0.0,0.000657540797417658
 P Matarrese,1,11,0.0,0.000657540797417658
 Pamela Brambilla Bagatini,1,11,0.0,0.000657540797417658
 Patricia de la Riva,1,11,0.0,0.000657540797417658
 Patrick Aro,1,11,0.0,0.000657540797417658
 Paul Shotbolt,1,11,0.0,0.000657540797417658
 Paul T Francis,1,11,0.0,0.000657540797417658
 Paula Rigon,1,11,0.0,0.000657540797417658
 Peiyu Huang,1,11,0.0,0.000657540797417658
 Per Borghammer,1,11,0.0,0.000657540797417658
 Peter St George-Hyslop,1,11,0.0,0.000657540797417658
 Philippe Damier,1,11,0.0,0.000657540797417658
 Pierre Philippot,1,11,0.0,0.000657540797417658
 Pilar Mazzetti,1,11,0.0,0.000657540797417658
 Ping Cheng,1,11,0.0,0.000657540797417658
 Q Xiao,1,11,0.0,0.000657540797417658
 Q Z Fei,1,11,0.0,0.000657540797417658
 Qi He,1,11,0.0,0.000657540797417658
 Qi Zhou,1,11,0.0,0.000657540797417658
 Qian Xiao,1,11,0.0,0.000657540797417658
 Quanquan Gu,1,11,0.0,0.000657540797417658
 R Campo,1,11,0.0,0.000657540797417658
 R Fancellu,1,11,0.0,0.000657540797417658
 R G Short,1,11,0.0,0.000657540797417658
 R Vivanco,1,11,0.0,0.000657540797417658
 R deCabo,1,11,0.0,0.000657540797417658
 Rakel López de Maturana,1,11,0.0,0.000657540797417658
 Raphael E Szawka,1,11,0.0,0.000657540797417658
 Ratnagopal Pavanni,1,11,0.0,0.000657540797417658
 Reecha Sofat,1,11,0.0,0.000657540797417658
 Riadh Gouider,1,11,0.0,0.000657540797417658
 Ricardo Buzó,1,11,0.0,0.000657540797417658
 Rina Bandopadhyay,1,11,0.0,0.000657540797417658
 Robert J Adams,1,11,0.0,0.000657540797417658
 Rodrigo A España,1,11,0.0,0.000657540797417658
 Roger N Gunn,1,11,0.0,0.000657540797417658
 Rong-Tzong Tsai,1,11,0.0,0.000657540797417658
 Rossana Bera,1,11,0.0,0.000657540797417658
 Rubem Carlos Araújo Guedes,1,11,0.0,0.000657540797417658
 Ruth Aljanati,1,11,0.0,0.000657540797417658
 S D Chen,1,11,0.0,0.000657540797417658
 S Pontecorvo,1,11,0.0,0.000657540797417658
 Saad Jbabdi,1,11,0.0,0.000657540797417658
 Saori Odagiri,1,11,0.0,0.000657540797417658
 Seok-Joo Park,1,11,0.0,0.000657540797417658
 Seong-Hae Jeong,1,11,0.0,0.000657540797417658
 Seong-Uk Park,1,11,0.0,0.000657540797417658
 Seung Tack Oh,1,11,0.0,0.000657540797417658
 Seung-Nam Kim,1,11,0.0,0.000657540797417658
 Shabnam Salehi-Rad,1,11,0.0,0.000657540797417658
 Shih-Ping Liu,1,11,0.0,0.000657540797417658
 Shujun Feng,1,11,0.0,0.000657540797417658
 Sifen Xie,1,11,0.0,0.000657540797417658
 Silvia Catena,1,11,0.0,0.000657540797417658
 Simon J Heales,1,11,0.0,0.000657540797417658
 Simon Pope,1,11,0.0,0.000657540797417658
 Siobhan Vicente,1,11,0.0,0.000657540797417658
 Sm Goldman,1,11,0.0,0.000657540797417658
 Sofiane Kab,1,11,0.0,0.000657540797417658
 Stephen Burgess,1,11,0.0,0.000657540797417658
 Suzanne N Haber,1,11,0.0,0.000657540797417658
 Svetlana Kvint,1,11,0.0,0.000657540797417658
 Søren B Hansen,1,11,0.0,0.000657540797417658
 T Colasanti,1,11,0.0,0.000657540797417658
 T Delgado,1,11,0.0,0.000657540797417658
 T Joy Depiero,1,11,0.0,0.000657540797417658
 T Zhang,1,11,0.0,0.000657540797417658
 Tao Xin,1,11,0.0,0.000657540797417658
 Tatyana D Fedorova,1,11,0.0,0.000657540797417658
 Tatyana Verina,1,11,0.0,0.000657540797417658
 Teresa Gómez-Isla,1,11,0.0,0.000657540797417658
 Teresa Sesma,1,11,0.0,0.000657540797417658
 Terry Ellis,1,11,0.0,0.000657540797417658
 Tessandra Stewart,1,11,0.0,0.000657540797417658
 Thibaut Dondaine,1,11,0.0,0.000657540797417658
 Thomas Costecalde,1,11,0.0,0.000657540797417658
 Timothy E J Behrens,1,11,0.0,0.000657540797417658
 Tomás R Guilarte,1,11,0.0,0.000657540797417658
 Toru Yanagawa,1,11,0.0,0.000657540797417658
 Toshitaka Kawarai,1,11,0.0,0.000657540797417658
 V Hetherington,1,11,0.0,0.000657540797417658
 Valerie Allen,1,11,0.0,0.000657540797417658
 Vandana R Chandran,1,11,0.0,0.000657540797417658
 Veerle Baekelandt,1,11,0.0,0.000657540797417658
 Victor Raggio,1,11,0.0,0.000657540797417658
 Victoria Marca,1,11,0.0,0.000657540797417658
 Vinaya Koppikar,1,11,0.0,0.000657540797417658
 W Malorni,1,11,0.0,0.000657540797417658
 Wan-Wan Zhu,1,11,0.0,0.000657540797417658
 Wei Li,1,11,0.0,0.000657540797417658
 Wei Luo,1,11,0.0,0.000657540797417658
 Wen-Bo Yu,1,11,0.0,0.000657540797417658
 Wen-Hui Fan,1,11,0.0,0.000657540797417658
 Wen-Lin Chang,1,11,0.0,0.000657540797417658
 Woei-Cherng Shyu,1,11,0.0,0.000657540797417658
 Wolf-Dieter Heiss,1,11,0.0,0.000657540797417658
 X J Wang,1,11,0.0,0.000657540797417658
 Xiao-Juan Deng,1,11,0.0,0.000657540797417658
 Xin Zhao,1,11,0.0,0.000657540797417658
 Xuetao He,1,11,0.0,0.000657540797417658
 Y Li,1,11,0.0,0.000657540797417658
 Ya-Ping Yan,1,11,0.0,0.000657540797417658
 Yan Liang,1,11,0.0,0.000657540797417658
 Yao-Ping Zhu,1,11,0.0,0.000657540797417658
 Yi Zhao,1,11,0.0,0.000657540797417658
 Yi-Hui Wu,1,11,0.0,0.000657540797417658
 Yong-Sun Kim,1,11,0.0,0.000657540797417658
 Yoshikazu Nikaido,1,11,0.0,0.000657540797417658
 Yu-Chi Wang,1,11,0.0,0.000657540797417658
 Yuan Li,1,11,0.0,0.000657540797417658
 Yuan Yih,1,11,0.0,0.000657540797417658
 Yuhu Zhang,1,11,0.0,0.000657540797417658
 Yun Zhou,1,11,0.0,0.000657540797417658
 Yuting Lou,1,11,0.0,0.000657540797417658
 Zachary D Brodnik,1,11,0.0,0.000657540797417658
 Zeger Debyser,1,11,0.0,0.000657540797417658
 Zheng-Xin Liu,1,11,0.0,0.000657540797417658
 Zhidong Cen,1,11,0.0,0.000657540797417658
 Zhiheng Huang,1,11,0.0,0.000657540797417658
 Zhiyuan Ouyang,1,11,0.0,0.000657540797417658
 Zied Landoulsi,1,11,0.0,0.000657540797417658
 Zih-Wan Wang,1,11,0.0,0.000657540797417658
Ana Marcia Delattre,1,11,0.0,0.000657540797417658
Andri C Tziortzi,1,11,0.0,0.000657540797417658
Anna D Hohler,1,11,0.0,0.000657540797417658
Bazoumana Ouattara,1,11,0.0,0.000657540797417658
Bradley F Boeve,1,11,0.0,0.000657540797417658
Cecilia Fontanesi,1,11,0.0,0.000657540797417658
D Vacirca,1,11,0.0,0.000657540797417658
Dan Li,1,11,0.0,0.000657540797417658
David R Howlett,1,11,0.0,0.000657540797417658
Demis A Kia,1,11,0.0,0.000657540797417658
E Viedma-Guiard,1,11,0.0,0.000657540797417658
E van Wegen,1,11,0.0,0.000657540797417658
Eng-King Tan,1,11,0.0,0.000657540797417658
Erwin Lauwers,1,11,0.0,0.000657540797417658
F Blandini,1,11,0.0,0.000657540797417658
F Kamel,1,11,0.0,0.000657540797417658
Florian Reinhart,1,11,0.0,0.000657540797417658
Frédéric Moisan,1,11,0.0,0.000657540797417658
Henriqueta Dias Cardoso,1,11,0.0,0.000657540797417658
Hua Wang,1,11,0.0,0.000657540797417658
Hyun Jung Kim,1,11,0.0,0.000657540797417658
Ignacio F Mata,1,11,0.0,0.000657540797417658
Javier Ruiz-Martínez,1,11,0.0,0.000657540797417658
Ji-Yeun Park,1,11,0.0,0.000657540797417658
Justus L Groen,1,11,0.0,0.000657540797417658
Karoline Knudsen,1,11,0.0,0.000657540797417658
Kunikazu Tanji,1,11,0.0,0.000657540797417658
L Cao,1,11,0.0,0.000657540797417658
Laura A Struzyna,1,11,0.0,0.000657540797417658
Laura Dunn,1,11,0.0,0.000657540797417658
Li Wang,1,11,0.0,0.000657540797417658
Mario Ezquerra,1,11,0.0,0.000657540797417658
María Nieto,1,11,0.0,0.000657540797417658
Mei Liu,1,11,0.0,0.000657540797417658
Ming-Kai Chen,1,11,0.0,0.000657540797417658
P R Mouton,1,11,0.0,0.000657540797417658
Ru-Huei Fu,1,11,0.0,0.000657540797417658
Sawssan Ben Romdhan,1,11,0.0,0.000657540797417658
Sophie Ory,1,11,0.0,0.000657540797417658
Suzanne Lesage,1,11,0.0,0.000657540797417658
V Puente,1,11,0.0,0.000657540797417658
Victoria Alvarez,1,11,0.0,0.000657540797417658
Xiao-Yan Xu,1,11,0.0,0.000657540797417658
Yan-Hua Li,1,11,0.0,0.000657540797417658
Yu-Kai Wang,1,11,0.0,0.000657540797417658
 A Aristieta,1,10,0.0,0.00059776436128878
 A B Singleton,1,10,0.0,0.00059776436128878
 A García-Blanco,1,10,0.0,0.00059776436128878
 A Kuryatov,1,10,0.0,0.00059776436128878
 A Misra,1,10,0.0,0.00059776436128878
 A R Knight,1,10,0.0,0.00059776436128878
 A Stefani,1,10,0.0,0.00059776436128878
 Adriana Di Santo,1,10,0.0,0.00059776436128878
 Agostino Seresini,1,10,0.0,0.00059776436128878
 Aiko Ishii,1,10,0.0,0.00059776436128878
 Aimin Sun,1,10,0.0,0.00059776436128878
 Akihiko Tateno,1,10,0.0,0.00059776436128878
 Alain Géloën,1,10,0.0,0.00059776436128878
 Alan Pittman,1,10,0.0,0.00059776436128878
 Alan Wilson,1,10,0.0,0.00059776436128878
 Alard Roebroeck,1,10,0.0,0.00059776436128878
 Alban Bessede,1,10,0.0,0.00059776436128878
 Albert A Rizvanov,1,10,0.0,0.00059776436128878
 Alberto Costa,1,10,0.0,0.00059776436128878
 Alberto Priori,1,10,0.0,0.00059776436128878
 Alberto Pupi,1,10,0.0,0.00059776436128878
 Alessandra Aloisi,1,10,0.0,0.00059776436128878
 Alexander V Kabanov,1,10,0.0,0.00059776436128878
 Ali Jahanshahi,1,10,0.0,0.00059776436128878
 Alison I Bernstein,1,10,0.0,0.00059776436128878
 Allen R Braun,1,10,0.0,0.00059776436128878
 Amanda Lo Van,1,10,0.0,0.00059776436128878
 Amandine Berthet,1,10,0.0,0.00059776436128878
 Amy R Dunn,1,10,0.0,0.00059776436128878
 Ana Damianich,1,10,0.0,0.00059776436128878
 Anathbandhu Chaudhuri,1,10,0.0,0.00059776436128878
 Andrea C Adams,1,10,0.0,0.00059776436128878
 Andrea Szelényi,1,10,0.0,0.00059776436128878
 Andreas Robert Formiconi,1,10,0.0,0.00059776436128878
 Andrew Ferree,1,10,0.0,0.00059776436128878
 Andrey P Kiyasov,1,10,0.0,0.00059776436128878
 Andrey Y Abramov,1,10,0.0,0.00059776436128878
 András Palotás,1,10,0.0,0.00059776436128878
 Angelo Azevedo,1,10,0.0,0.00059776436128878
 Anikó Magyariné Berkó,1,10,0.0,0.00059776436128878
 Anke Keller,1,10,0.0,0.00059776436128878
 Anna Zinger,1,10,0.0,0.00059776436128878
 Annemieke de Jong,1,10,0.0,0.00059776436128878
 Anthony Adame,1,10,0.0,0.00059776436128878
 Antonella Macerollo,1,10,0.0,0.00059776436128878
 Antonino Cannas,1,10,0.0,0.00059776436128878
 Antonio Elia,1,10,0.0,0.00059776436128878
 Antonio Emanuele Elia,1,10,0.0,0.00059776436128878
 Assaad A Eid,1,10,0.0,0.00059776436128878
 Athina-Maria Simitsi,1,10,0.0,0.00059776436128878
 Atsushi Sugiyama,1,10,0.0,0.00059776436128878
 Audrey Schmitt,1,10,0.0,0.00059776436128878
 Baptiste Foumaux,1,10,0.0,0.00059776436128878
 Barbara Krug,1,10,0.0,0.00059776436128878
 Bart Ter Haar Romenij,1,10,0.0,0.00059776436128878
 Bastian Hengerer,1,10,0.0,0.00059776436128878
 Benjamin Gelman,1,10,0.0,0.00059776436128878
 Bertrand Bloch,1,10,0.0,0.00059776436128878
 Bettina Sorger,1,10,0.0,0.00059776436128878
 Bibhusita Pani,1,10,0.0,0.00059776436128878
 Bing-Wen Soong,1,10,0.0,0.00059776436128878
 Birgit Dietz,1,10,0.0,0.00059776436128878
 Bo Yarabe,1,10,0.0,0.00059776436128878
 Boris A Margulis,1,10,0.0,0.00059776436128878
 Bruno Giometto,1,10,0.0,0.00059776436128878
 Bryan T Klassen,1,10,0.0,0.00059776436128878
 Byung Ju Lee,1,10,0.0,0.00059776436128878
 Bénédicte Ballanger,1,10,0.0,0.00059776436128878
 C A Ross,1,10,0.0,0.00059776436128878
 C Gotti,1,10,0.0,0.00059776436128878
 C T Dourish,1,10,0.0,0.00059776436128878
 C Y Lin,1,10,0.0,0.00059776436128878
 C Yu,1,10,0.0,0.00059776436128878
 Carina Ittrich,1,10,0.0,0.00059776436128878
 Carlie A Hoffman,1,10,0.0,0.00059776436128878
 Carol Moskowitz,1,10,0.0,0.00059776436128878
 Casey O'Farrell,1,10,0.0,0.00059776436128878
 Celine Guigoni,1,10,0.0,0.00059776436128878
 Chang-He Shi,1,10,0.0,0.00059776436128878
 Chang-Kwon Oh,1,10,0.0,0.00059776436128878
 Charbel Massaad,1,10,0.0,0.00059776436128878
 Charlton Cheung,1,10,0.0,0.00059776436128878
 Cheng-Yueh Lin,1,10,0.0,0.00059776436128878
 Cheryl Waters,1,10,0.0,0.00059776436128878
 Chi-Mei Lee,1,10,0.0,0.00059776436128878
 Chia-Huei Lin,1,10,0.0,0.00059776436128878
 Chih-Hsin Lin,1,10,0.0,0.00059776436128878
 Chin-Hsia Hsieh,1,10,0.0,0.00059776436128878
 Chris Boiko,1,10,0.0,0.00059776436128878
 Chris Stacey,1,10,0.0,0.00059776436128878
 Christine Petersen,1,10,0.0,0.00059776436128878
 Christoph P Kaller,1,10,0.0,0.00059776436128878
 Christoph Wedekind,1,10,0.0,0.00059776436128878
 Christopher Lovejoy,1,10,0.0,0.00059776436128878
 Christos Koros,1,10,0.0,0.00059776436128878
 Chueh-Ho Lin,1,10,0.0,0.00059776436128878
 Chun-Hsien Wu,1,10,0.0,0.00059776436128878
 Claire McDonald,1,10,0.0,0.00059776436128878
 Claudia Sardu,1,10,0.0,0.00059776436128878
 Connie Luk,1,10,0.0,0.00059776436128878
 Connie R Jimenez,1,10,0.0,0.00059776436128878
 Cornelius Weiller,1,10,0.0,0.00059776436128878
 Corrado Marchini,1,10,0.0,0.00059776436128878
 Cristina Costa,1,10,0.0,0.00059776436128878
 Cristina Estrada,1,10,0.0,0.00059776436128878
 Cynthia J Stoppel,1,10,0.0,0.00059776436128878
 D B Calne,1,10,0.0,0.00059776436128878
 D Revell,1,10,0.0,0.00059776436128878
 Daiji Kanbe,1,10,0.0,0.00059776436128878
 Daniel J Ho,1,10,0.0,0.00059776436128878
 Daniel Otzen,1,10,0.0,0.00059776436128878
 Daniela Corongiu,1,10,0.0,0.00059776436128878
 Daniela Fialova,1,10,0.0,0.00059776436128878
 Daniela Lecca,1,10,0.0,0.00059776436128878
 Daniela Piga,1,10,0.0,0.00059776436128878
 Daniella Rylander,1,10,0.0,0.00059776436128878
 Danping Wang,1,10,0.0,0.00059776436128878
 Daria V Plaksina,1,10,0.0,0.00059776436128878
 David Joseph,1,10,0.0,0.00059776436128878
 David Moreno-Delgado,1,10,0.0,0.00059776436128878
 Devika S Manickam,1,10,0.0,0.00059776436128878
 Diane E Stockinger,1,10,0.0,0.00059776436128878
 Didier Borderie,1,10,0.0,0.00059776436128878
 Dieter Meier,1,10,0.0,0.00059776436128878
 Dimitra Papadimitriou,1,10,0.0,0.00059776436128878
 Ditte Lundvig,1,10,0.0,0.00059776436128878
 Donald J Connor,1,10,0.0,0.00059776436128878
 Dong-Seok Kim,1,10,0.0,0.00059776436128878
 E E Ladenheim,1,10,0.0,0.00059776436128878
 E Herrán,1,10,0.0,0.00059776436128878
 E Jaros,1,10,0.0,0.00059776436128878
 E K Perry,1,10,0.0,0.00059776436128878
 Edilio Borroni,1,10,0.0,0.00059776436128878
 Elena R Mikhaylova,1,10,0.0,0.00059776436128878
 Elena V Batrakova,1,10,0.0,0.00059776436128878
 Eleni T Tzavara,1,10,0.0,0.00059776436128878
 Eleonora Vanzi,1,10,0.0,0.00059776436128878
 Elizabeth Wille,1,10,0.0,0.00059776436128878
